ticker,data_points,correlation,p_value,significant,avg_sentiment,avg_return,sentiment_std,return_std,positive_sentiment_days,negative_sentiment_days,avg_return_positive_sentiment,avg_return_negative_sentiment
APPLE (AAPL),340,0.1983568275309366,0.00023260579283811863,True,-0.12783764705882353,0.08334286599988294,0.5093468227398256,2.4782771974312694,86,138,0.7704135712148736,-0.3577214946260347
TESLA (TSLA),361,0.25495280955181354,9.170251551457117e-07,True,-0.13781385041551247,0.29574465315942705,0.5096342618070661,4.442250637283771,89,156,2.132712163504925,-0.9014579648073937
