ticker,avg_sentiment_score,sentiment_std,mention_count,min_sentiment_score,max_sentiment_score,avg_confidence,avg_positive_score,avg_negative_score,avg_neutral_score,dominant_sentiment,date,returns
APPLE,-0.625,0.5421,3,-0.9677,0.0,0.9094,0.0537,0.6336,0.3127,negative,2019-01-02,0.11410843523256275
APPLE,-0.6848,0.5639,12,-0.9689,0.8919,0.8932,0.099,0.7773,0.1238,negative,2019-01-03,-9.96071720591254
APPLE,-0.6029,0.4504,4,-0.9529,0.0,0.7457,0.1217,0.6092,0.2691,negative,2019-01-04,4.268927672790035
APPLE,0.3181,0.7922,5,-0.9346,0.9391,0.8788,0.5171,0.2021,0.2808,positive,2019-01-08,1.9063190331588986
APPLE,-0.0869,0.5664,7,-0.8835,0.8991,0.8365,0.2083,0.2285,0.5632,neutral,2019-01-09,1.6981688507994308
APPLE,-0.9052,,1,-0.9052,-0.9052,0.9052,0.0397,0.9052,0.0551,negative,2019-01-10,0.31962118970110254
APPLE,-0.3183,0.5514,3,-0.955,0.0,0.8943,0.086,0.3259,0.5881,neutral,2019-01-11,-0.9817959386369424
APPLE,-0.2932,0.9645,3,-0.8756,0.82,0.8399,0.2906,0.5701,0.1393,negative,2019-01-15,2.046618708726866
APPLE,-0.4775,0.6753,2,-0.955,0.0,0.892,0.0866,0.4821,0.4313,negative,2019-01-16,1.2216998221228126
APPLE,-0.9121,,1,-0.9121,-0.9121,0.9121,0.0099,0.9121,0.0781,negative,2019-01-17,0.5937454794695762
APPLE,-0.786,,1,-0.786,-0.786,0.786,0.0119,0.786,0.2021,negative,2019-01-18,0.6159568212015687
APPLE,0.0,,1,0.0,0.0,0.9243,0.0315,0.0442,0.9243,neutral,2019-01-23,0.4044260023612356
APPLE,-0.9307,,1,-0.9307,-0.9307,0.9307,0.0114,0.9307,0.0579,negative,2019-01-25,3.313688255044367
APPLE,0.0,,1,0.0,0.0,0.68,0.3079,0.0121,0.68,neutral,2019-01-28,-0.9254750137599688
APPLE,-0.3939,0.8539,3,-0.9357,0.5904,0.7875,0.2119,0.7112,0.0768,negative,2019-01-29,-1.0364683065088864
APPLE,-0.1702,0.875,6,-0.9751,0.9364,0.8766,0.3179,0.4964,0.1857,negative,2019-01-30,6.833473223838005
APPLE,0.0,,1,0.0,0.0,0.9117,0.0621,0.0261,0.9117,neutral,2019-01-31,0.7201389071472164
APPLE,0.3367,0.4762,2,0.0,0.6735,0.7702,0.3991,0.0737,0.5272,neutral,2019-02-04,2.840506197980086
APPLE,0.0,0.0,3,0.0,0.0,0.691,0.2211,0.088,0.691,neutral,2019-02-05,1.7109768339996112
APPLE,0.1054,1.057,2,-0.6419,0.8528,0.7474,0.4353,0.3309,0.2337,negative,2019-02-06,0.034461436051480554
APPLE,0.0,,1,0.0,0.0,0.7568,0.2356,0.0075,0.7568,neutral,2019-02-07,-1.8939347235965354
APPLE,-0.964,,1,-0.964,-0.964,0.964,0.0064,0.964,0.0296,negative,2019-02-11,-0.575085905968975
APPLE,-0.753,,1,-0.753,-0.753,0.753,0.0179,0.753,0.2291,negative,2019-02-12,0.8616966307760654
APPLE,0.0088,0.7137,4,-0.8563,0.8917,0.8862,0.2659,0.2283,0.5058,neutral,2019-02-13,-0.4154484069277542
APPLE,-0.239,0.478,4,-0.9559,0.0,0.8435,0.0429,0.344,0.6131,neutral,2019-02-14,0.36434089475143594
APPLE,0.7003,,1,0.7003,0.7003,0.7003,0.7003,0.0139,0.2857,positive,2019-02-15,-0.22251225467059266
APPLE,0.3764,0.5322,2,0.0,0.7527,0.8447,0.3985,0.0135,0.588,neutral,2019-02-21,-0.563833391501467
APPLE,0.8265,,1,0.8265,0.8265,0.8265,0.8265,0.0079,0.1656,positive,2019-02-22,1.1165629366057805
APPLE,-0.7112,,1,-0.7112,-0.7112,0.7112,0.0625,0.7112,0.2263,negative,2019-02-27,0.3097347969059472
APPLE,-0.7688,,1,-0.7688,-0.7688,0.7688,0.0286,0.7688,0.2026,negative,2019-03-04,0.5029744357823551
APPLE,0.0,,1,0.0,0.0,0.7714,0.219,0.0096,0.7714,neutral,2019-03-06,-0.5754091681309026
APPLE,0.0,,1,0.0,0.0,0.9182,0.0476,0.0342,0.9182,neutral,2019-03-11,3.4642193527349097
APPLE,-0.4637,0.6557,2,-0.9273,0.0,0.8976,0.0648,0.471,0.4642,negative,2019-03-13,0.44219753254624017
APPLE,0.0,,1,0.0,0.0,0.593,0.0303,0.3768,0.593,neutral,2019-03-14,1.111634912362769
APPLE,-0.4356,0.3811,3,-0.7074,0.0,0.6337,0.178,0.4386,0.3834,negative,2019-03-15,1.300836022718288
APPLE,0.0,,1,0.0,0.0,0.8915,0.0817,0.0268,0.8915,neutral,2019-03-18,1.0208723809170817
APPLE,0.3303,0.4671,2,0.0,0.6606,0.5877,0.3438,0.2835,0.3728,neutral,2019-03-21,3.683034038281141
APPLE,-0.8775,0.0369,3,-0.906,-0.8358,0.8775,0.0181,0.8775,0.1044,negative,2019-03-22,-2.0708226755696724
APPLE,-0.2028,0.3819,8,-0.9416,0.0,0.8563,0.0905,0.2154,0.6941,neutral,2019-03-25,-1.2090901183245517
APPLE,0.0949,0.5508,6,-0.7905,0.7838,0.6663,0.4204,0.1513,0.4283,neutral,2019-03-26,-1.0332000138374653
APPLE,0.2383,0.4766,4,0.0,0.9532,0.8427,0.3625,0.0254,0.612,neutral,2019-03-28,0.13267763611888306
APPLE,-0.5733,,1,-0.5733,-0.5733,0.5733,0.0614,0.5733,0.3653,negative,2019-03-29,0.6517408672153779
APPLE,0.9086,,1,0.9086,0.9086,0.9086,0.9086,0.0373,0.0541,positive,2019-04-01,0.6791374234479619
APPLE,-0.9426,0.0294,2,-0.9634,-0.9217,0.9426,0.0161,0.9426,0.0413,negative,2019-04-02,1.453665441832297
APPLE,-0.4778,0.6757,2,-0.9556,0.0,0.9139,0.0711,0.4824,0.4465,negative,2019-04-03,0.6855019392413286
APPLE,-0.6828,,1,-0.6828,-0.6828,0.6828,0.2908,0.6828,0.0263,negative,2019-04-08,1.573580100150762
APPLE,-0.4566,0.6458,2,-0.9132,0.0,0.832,0.1294,0.4614,0.4092,negative,2019-04-11,-0.8324395354590508
APPLE,0.6844,,1,0.6844,0.6844,0.6844,0.6844,0.0158,0.2998,positive,2019-04-15,0.18101494396765005
APPLE,0.0,0.0,2,0.0,0.0,0.8657,0.1156,0.0187,0.8657,neutral,2019-04-16,0.010048008487117954
APPLE,0.1537,0.738,5,-0.9262,0.884,0.8612,0.3992,0.2151,0.3857,neutral,2019-04-17,1.9472990838563131
APPLE,0.0,,1,0.0,0.0,0.9166,0.0607,0.0227,0.9166,neutral,2019-04-18,0.3593493062298947
APPLE,0.8925,,1,0.8925,0.8925,0.8925,0.8925,0.0534,0.0541,positive,2019-04-25,-0.9074866512083446
APPLE,0.0,,1,0.0,0.0,0.8854,0.1029,0.0117,0.8854,neutral,2019-04-26,-0.4773985546540849
APPLE,0.1414,0.6402,3,-0.4162,0.8405,0.6914,0.424,0.1589,0.4171,negative,2019-04-30,-1.925608098060294
APPLE,0.2046,0.8921,4,-0.974,0.9045,0.9247,0.462,0.2774,0.2606,positive,2019-05-01,4.908575277557303
APPLE,0.0,,1,0.0,0.0,0.9187,0.0583,0.023,0.9187,neutral,2019-05-02,-0.6507771979863408
APPLE,0.0,,1,0.0,0.0,0.8984,0.0877,0.0139,0.8984,neutral,2019-05-06,-1.5442662208001279
APPLE,0.7558,,1,0.7558,0.7558,0.7558,0.7558,0.0076,0.2366,positive,2019-05-07,-2.6957190849495882
APPLE,-0.6044,0.524,3,-0.9309,0.0,0.8916,0.0247,0.6373,0.338,negative,2019-05-13,-5.811962930619274
APPLE,-0.6219,,1,-0.6219,-0.6219,0.6219,0.3575,0.6219,0.0206,negative,2019-05-14,1.5830583074319726
APPLE,0.0,0.0,2,0.0,0.0,0.8297,0.0913,0.079,0.8297,neutral,2019-05-22,-2.047156388713589
APPLE,-0.8948,,1,-0.8948,-0.8948,0.8948,0.04,0.8948,0.0652,negative,2019-05-29,-0.47689051112084213
APPLE,-0.225,0.4499,4,-0.8998,0.0,0.8508,0.0264,0.3288,0.6449,neutral,2019-06-03,-1.0110459759089419
APPLE,-0.4648,0.5369,4,-0.9512,0.0,0.8984,0.0443,0.4923,0.4634,negative,2019-06-04,3.658414047655123
APPLE,0.0,,1,0.0,0.0,0.6773,0.0582,0.2645,0.6773,neutral,2019-06-05,1.6143647416359652
APPLE,0.4164,0.5889,2,0.0,0.8328,0.8625,0.4572,0.0166,0.5261,neutral,2019-06-11,1.15797936477815
APPLE,-0.7735,0.1289,2,-0.8646,-0.6824,0.7735,0.0456,0.7735,0.1809,negative,2019-06-13,-0.02060400526794348
APPLE,0.0,0.0,2,0.0,0.0,0.685,0.2937,0.0212,0.685,neutral,2019-06-19,-0.29228069331922457
APPLE,-0.2679,0.464,3,-0.8037,0.0,0.7224,0.0514,0.4429,0.5057,neutral,2019-06-20,0.8035683142770589
APPLE,-0.9598,,1,-0.9598,-0.9598,0.9598,0.0091,0.9598,0.0311,negative,2019-06-21,-0.3409417704176576
APPLE,0.0,,1,0.0,0.0,0.9013,0.088,0.0106,0.9013,neutral,2019-06-26,2.1628806707303605
APPLE,0.2308,0.3997,3,0.0,0.6923,0.5814,0.3978,0.1521,0.4501,neutral,2019-06-28,-0.91121833325013
APPLE,0.0,0.0,2,0.0,0.0,0.6162,0.1323,0.2515,0.6162,neutral,2019-07-02,0.5854726747200445
APPLE,-0.8331,,1,-0.8331,-0.8331,0.8331,0.0377,0.8331,0.1292,negative,2019-07-08,-2.0614114319886356
APPLE,0.0,,1,0.0,0.0,0.5855,0.3962,0.0183,0.5855,neutral,2019-07-09,0.6099545692410002
APPLE,0.0,,1,0.0,0.0,0.8395,0.15,0.0105,0.8395,neutral,2019-07-10,0.9888624170564464
APPLE,0.0,,1,0.0,0.0,0.8518,0.0876,0.0606,0.8518,neutral,2019-07-11,-0.7282421926626204
APPLE,-0.4194,0.5931,2,-0.8388,0.0,0.8523,0.0716,0.426,0.5024,negative,2019-07-22,2.285399986011938
APPLE,0.0,0.0,4,0.0,0.0,0.658,0.2631,0.0789,0.658,neutral,2019-07-26,0.34778762516705086
APPLE,0.6294,,1,0.6294,0.6294,0.6294,0.6294,0.0321,0.3385,positive,2019-07-30,-0.42922894796777467
APPLE,0.3855,0.4471,4,0.0,0.8227,0.7824,0.4824,0.0765,0.4411,neutral,2019-07-31,2.0404266203233323
APPLE,-0.2765,0.4789,3,-0.8295,0.0,0.9102,0.0468,0.2915,0.6617,neutral,2019-08-02,-2.115801226642988
APPLE,-0.9123,,1,-0.9123,-0.9123,0.9123,0.0136,0.9123,0.0741,negative,2019-08-05,-5.234791616569967
APPLE,0.0,,1,0.0,0.0,0.9051,0.0759,0.0189,0.9051,neutral,2019-08-06,1.893045308903396
APPLE,-0.9249,,1,-0.9249,-0.9249,0.9249,0.0141,0.9249,0.061,negative,2019-08-08,2.2055739290797405
APPLE,0.0,,1,0.0,0.0,0.8891,0.0991,0.0118,0.8891,neutral,2019-08-09,-0.8240222284551568
APPLE,0.0,,1,0.0,0.0,0.7395,0.2462,0.0143,0.7395,neutral,2019-08-13,4.234855385535452
APPLE,0.0,,1,0.0,0.0,0.6196,0.3704,0.01,0.6196,neutral,2019-08-15,-0.498166266810518
APPLE,0.0,,1,0.0,0.0,0.9235,0.0307,0.0458,0.9235,neutral,2019-08-16,2.3594921416618675
APPLE,-0.5939,,1,-0.5939,-0.5939,0.5939,0.0367,0.5939,0.3694,negative,2019-08-19,1.8643932173669775
APPLE,0.0,,1,0.0,0.0,0.7333,0.2518,0.0148,0.7333,neutral,2019-08-20,0.004759874857462876
APPLE,0.7049,,1,0.7049,0.7049,0.7049,0.7049,0.0101,0.285,positive,2019-08-21,1.0838592794916613
APPLE,0.0,,1,0.0,0.0,0.9367,0.0491,0.0142,0.9367,neutral,2019-08-26,1.899923305389195
APPLE,-0.8575,,1,-0.8575,-0.8575,0.8575,0.0765,0.8575,0.066,negative,2019-08-28,0.671075059436177
APPLE,0.2239,0.4479,4,0.0,0.8958,0.8549,0.3193,0.0261,0.6545,neutral,2019-08-29,1.6931548092772752
APPLE,0.0,,1,0.0,0.0,0.8978,0.0868,0.0154,0.8978,neutral,2019-09-05,1.9551761275395485
APPLE,-0.6884,,1,-0.6884,-0.6884,0.6884,0.0539,0.6884,0.2577,negative,2019-09-06,-0.009396396997995993
APPLE,-0.8175,0.0384,2,-0.8447,-0.7903,0.8175,0.051,0.8175,0.1315,negative,2019-09-09,0.4267182276477266
APPLE,0.2792,0.4835,3,0.0,0.8375,0.6696,0.5454,0.0402,0.4144,neutral,2019-09-10,1.1812970752399066
APPLE,-0.2885,0.4997,3,-0.8656,0.0,0.8761,0.0715,0.3146,0.6138,neutral,2019-09-11,3.1795343357204686
APPLE,0.0,,1,0.0,0.0,0.7238,0.2591,0.0171,0.7238,neutral,2019-09-12,-0.22363863884468094
APPLE,-0.9441,0.0047,3,-0.9481,-0.9389,0.9441,0.019,0.9441,0.0369,negative,2019-09-13,-1.945407663634624
APPLE,-0.3073,0.5322,3,-0.9219,0.0,0.8474,0.1102,0.3281,0.5618,neutral,2019-09-17,0.36378443299447394
APPLE,-0.9479,,1,-0.9479,-0.9479,0.9479,0.0184,0.9479,0.0337,negative,2019-09-18,0.9379319513188156
APPLE,-0.0477,0.871,3,-0.9415,0.7985,0.834,0.3565,0.3201,0.3234,negative,2019-09-19,-0.8124733183511923
APPLE,0.435,0.6152,2,0.0,0.8701,0.7503,0.5014,0.1646,0.3339,neutral,2019-09-20,-1.461844027525161
APPLE,0.9238,,1,0.9238,0.9238,0.9238,0.9238,0.0127,0.0636,positive,2019-09-23,0.4547169406326379
APPLE,-0.9027,,1,-0.9027,-0.9027,0.9027,0.0343,0.9027,0.0631,negative,2019-09-26,-0.5157614440976399
APPLE,0.0,,1,0.0,0.0,0.8913,0.0968,0.0119,0.8913,neutral,2019-09-27,-0.48660499785264655
APPLE,0.7518,,1,0.7518,0.7518,0.7518,0.7518,0.162,0.0862,positive,2019-09-30,2.3535253105185117
APPLE,0.1292,1.0545,2,-0.6165,0.8749,0.7457,0.4608,0.3223,0.2169,negative,2019-10-03,0.8494523606590976
APPLE,0.4614,0.6525,2,0.0,0.9228,0.9036,0.4757,0.0562,0.4681,neutral,2019-10-04,2.8031693984680084
APPLE,0.5746,,1,0.5746,0.5746,0.5746,0.5746,0.0158,0.4096,positive,2019-10-07,0.022059749749892
APPLE,-0.4594,0.6498,2,-0.9189,0.0,0.9065,0.0487,0.4713,0.48,negative,2019-10-10,1.3478217483931187
APPLE,0.6779,0.0532,2,0.6403,0.7155,0.6779,0.6779,0.0814,0.2407,positive,2019-10-17,0.388289912229034
APPLE,0.0,,1,0.0,0.0,0.7847,0.0481,0.1672,0.7847,neutral,2019-10-18,0.48026817340935946
APPLE,0.0,0.0,3,0.0,0.0,0.7669,0.1867,0.0465,0.7669,neutral,2019-10-21,1.7342607312982539
APPLE,0.9521,,1,0.9521,0.9521,0.9521,0.9521,0.022,0.0259,positive,2019-10-22,-0.2286744267281149
APPLE,0.0,0.0,3,0.0,0.0,0.9004,0.0731,0.0265,0.9004,neutral,2019-10-25,1.231619991600752
APPLE,-0.8523,,1,-0.8523,-0.8523,0.8523,0.0454,0.8523,0.1022,negative,2019-10-29,-2.3127808718683918
