ticker,avg_sentiment_score,sentiment_std,mention_count,min_sentiment_score,max_sentiment_score,avg_confidence,avg_positive_score,avg_negative_score,avg_neutral_score,dominant_sentiment,date,returns
TESLA,0.0,,1,0.0,0.0,0.9009,0.0791,0.02,0.9009,neutral,2019-06-17,4.704074421740101
TESLA,-0.939,,1,-0.939,-0.939,0.939,0.0111,0.939,0.0499,negative,2019-06-19,0.7519764691878983
TESLA,-0.9374,,1,-0.9374,-0.9374,0.9374,0.0145,0.9374,0.0481,negative,2019-06-20,-3.007555183009192
TESLA,-0.6169,,1,-0.6169,-0.6169,0.6169,0.0508,0.6169,0.3323,negative,2019-06-24,0.8023076459826362
TESLA,-0.93,,1,-0.93,-0.93,0.93,0.0355,0.93,0.0345,negative,2019-06-25,-1.734926938308201
TESLA,-0.658,,1,-0.658,-0.658,0.658,0.0174,0.658,0.3247,negative,2019-06-26,-0.2229738728571129
TESLA,0.0,,1,0.0,0.0,0.6496,0.0788,0.2716,0.6496,neutral,2019-06-28,0.2782256239630465
TESLA,0.9359,,1,0.9359,0.9359,0.9359,0.9359,0.0203,0.0438,positive,2019-07-02,-1.1533195712382427
TESLA,0.7699,,1,0.7699,0.7699,0.7699,0.7699,0.1611,0.0691,positive,2019-07-03,4.60921555160565
TESLA,0.0,,1,0.0,0.0,0.7762,0.2101,0.0137,0.7762,neutral,2019-07-09,-0.12156304463569745
TESLA,-0.9472,,1,-0.9472,-0.9472,0.9472,0.018,0.9472,0.0348,negative,2019-07-16,-0.4418164415035952
TESLA,-0.7986,0.1742,3,-0.9672,-0.6193,0.7986,0.0256,0.7986,0.1758,negative,2019-07-25,-13.613708110635002
TESLA,0.2378,0.3363,2,0.0,0.4756,0.6278,0.3402,0.0498,0.61,neutral,2019-08-07,1.1570931609834023
TESLA,-0.9698,,1,-0.9698,-0.9698,0.9698,0.0114,0.9698,0.0188,negative,2019-08-08,2.090659940038875
TESLA,-0.9015,,1,-0.9015,-0.9015,0.9015,0.0165,0.9015,0.082,negative,2019-08-16,1.994065540164347
TESLA,-0.9306,,1,-0.9306,-0.9306,0.9306,0.024,0.9306,0.0454,negative,2019-08-20,-0.427633574634001
TESLA,-0.9392,,1,-0.9392,-0.9392,0.9392,0.0154,0.9392,0.0454,negative,2019-08-21,-2.2270402776456533
TESLA,0.0,0.0,3,0.0,0.0,0.9365,0.032,0.0315,0.9365,neutral,2019-08-22,0.597746887764683
TESLA,0.0,0.0,2,0.0,0.0,0.8185,0.1687,0.0128,0.8185,neutral,2019-08-23,-4.839075995863595
TESLA,0.3116,0.4407,2,0.0,0.6232,0.7551,0.3616,0.0176,0.6208,neutral,2019-08-26,1.7029312154725806
TESLA,0.0,,1,0.0,0.0,0.8593,0.1307,0.0099,0.8593,neutral,2019-08-28,0.7053461155446694
TESLA,-0.2483,0.43,3,-0.7448,0.0,0.8391,0.13,0.2641,0.606,neutral,2019-08-30,1.7590496412817291
TESLA,-0.7006,,1,-0.7006,-0.7006,0.7006,0.0215,0.7006,0.2779,negative,2019-09-03,-0.26594540634046204
TESLA,0.0,,1,0.0,0.0,0.8301,0.148,0.0219,0.8301,neutral,2019-09-04,-1.924359313509616
TESLA,0.4417,0.6247,2,0.0,0.8835,0.8842,0.4932,0.0139,0.4928,neutral,2019-09-05,4.032988367532808
TESLA,-0.5954,,1,-0.5954,-0.5954,0.5954,0.0489,0.5954,0.3557,negative,2019-09-09,1.9081180789296548
TESLA,0.6506,,1,0.6506,0.6506,0.6506,0.6506,0.013,0.3363,positive,2019-09-12,-0.4977786258313466
TESLA,0.0,,1,0.0,0.0,0.8988,0.0326,0.0686,0.8988,neutral,2019-09-13,-0.27249944407460314
TESLA,0.0,,1,0.0,0.0,0.6262,0.2853,0.0885,0.6262,neutral,2019-09-18,-0.5310523689140867
TESLA,0.4225,0.5976,2,0.0,0.8451,0.8947,0.4388,0.0178,0.5434,neutral,2019-09-19,1.2772552981913154
TESLA,-0.9107,,1,-0.9107,-0.9107,0.9107,0.0125,0.9107,0.0767,negative,2019-09-20,-2.4249895148037104
TESLA,0.0,,1,0.0,0.0,0.7178,0.1582,0.1241,0.7178,neutral,2019-09-24,-7.4700531334503495
TESLA,-0.5857,,1,-0.5857,-0.5857,0.5857,0.056,0.5857,0.3582,negative,2019-09-26,6.0603458159791845
TESLA,-0.8744,,1,-0.8744,-0.8744,0.8744,0.0234,0.8744,0.1022,negative,2019-09-27,-0.17728055869207227
TESLA,0.4354,0.6158,2,0.0,0.8709,0.8977,0.4668,0.0607,0.4726,neutral,2019-10-01,1.5859214917846032
TESLA,-0.6436,0.5574,3,-0.974,0.0,0.9571,0.0182,0.6537,0.328,negative,2019-10-02,-0.6375418940066435
TESLA,-0.973,,1,-0.973,-0.973,0.973,0.0111,0.973,0.0158,negative,2019-10-03,-4.154166681375992
TESLA,-0.6303,,1,-0.6303,-0.6303,0.6303,0.0253,0.6303,0.3444,negative,2019-10-04,-0.6866001099940178
TESLA,-0.9266,,1,-0.9266,-0.9266,0.9266,0.0108,0.9266,0.0626,negative,2019-10-09,1.8662857531057897
TESLA,0.0,,1,0.0,0.0,0.6334,0.3553,0.0113,0.6334,neutral,2019-10-11,1.2870745566869735
TESLA,0.3373,0.477,2,0.0,0.6745,0.6691,0.5014,0.0086,0.49,neutral,2019-10-17,0.8546610329575488
TESLA,0.0,,1,0.0,0.0,0.6039,0.2694,0.1267,0.6039,neutral,2019-10-18,-1.9162530722660276
TESLA,-0.5249,,1,-0.5249,-0.5249,0.5249,0.0875,0.5249,0.3876,negative,2019-10-23,-0.35214826899614415
TESLA,0.3716,0.8367,3,-0.5939,0.8844,0.7675,0.6972,0.2421,0.0607,positive,2019-10-24,17.66923235319593
TESLA,0.0,,1,0.0,0.0,0.8011,0.1877,0.0112,0.8011,neutral,2019-10-25,9.493463935290936
TESLA,-0.4866,0.6881,2,-0.9732,0.0,0.8751,0.0646,0.5383,0.3971,negative,2019-10-29,-3.506152059118439
TESLA,0.2996,0.4237,2,0.0,0.5991,0.7506,0.3429,0.0107,0.6463,neutral,2019-11-06,2.9506271080336877
TESLA,-0.3709,0.5245,2,-0.7418,0.0,0.8315,0.0388,0.3934,0.5678,negative,2019-11-08,0.4768428440276917
TESLA,0.1513,0.3706,6,0.0,0.9079,0.7803,0.3392,0.0183,0.6425,neutral,2019-11-13,-1.0916495379750035
TESLA,0.0482,0.769,3,-0.6955,0.8403,0.6967,0.4518,0.2607,0.2875,negative,2019-11-14,0.9361251460125342
TESLA,0.0,,1,0.0,0.0,0.9355,0.0282,0.0363,0.9355,neutral,2019-11-15,0.8072121852793046
TESLA,0.0,,1,0.0,0.0,0.9032,0.0594,0.0374,0.9032,neutral,2019-11-20,-2.0304890883314552
TESLA,-0.3668,0.5187,2,-0.7335,0.0,0.8345,0.0387,0.3765,0.5849,negative,2019-11-21,0.741013246629163
TESLA,-0.1321,0.3494,7,-0.9244,0.0,0.7849,0.117,0.2218,0.6612,neutral,2019-11-22,-6.140963459164972
TESLA,0.2591,0.3664,2,0.0,0.5181,0.6513,0.3603,0.1561,0.4837,neutral,2019-11-25,0.9908688492819007
TESLA,0.0,,1,0.0,0.0,0.922,0.029,0.049,0.922,neutral,2019-11-26,-2.2061027047189374
TESLA,0.0,,1,0.0,0.0,0.4973,0.3995,0.1032,0.4973,neutral,2019-11-27,0.7205442797936445
TESLA,0.9395,,1,0.9395,0.9395,0.9395,0.9395,0.0131,0.0474,positive,2019-12-04,-0.9428951066637326
TESLA,0.0576,0.8995,2,-0.5785,0.6936,0.636,0.4198,0.2936,0.2866,negative,2019-12-06,1.6708539482365836
TESLA,0.241,0.4174,3,0.0,0.723,0.7071,0.3738,0.0728,0.5534,neutral,2019-12-11,1.1065180701923305
TESLA,0.0,,1,0.0,0.0,0.8791,0.1117,0.0092,0.8791,neutral,2019-12-12,1.9790216517877823
TESLA,-0.8845,,1,-0.8845,-0.8845,0.8845,0.0148,0.8845,0.1007,negative,2019-12-13,-0.35864603168681564
TESLA,0.0,,1,0.0,0.0,0.9342,0.0242,0.0416,0.9342,neutral,2019-12-17,-0.6579228102730705
TESLA,-0.8519,,1,-0.8519,-0.8519,0.8519,0.0198,0.8519,0.1283,negative,2019-12-18,3.7362396455982383
TESLA,0.4445,0.6287,2,0.0,0.8891,0.9085,0.4631,0.0365,0.5004,neutral,2019-12-20,0.3836223506470837
TESLA,0.4099,0.5797,2,0.0,0.8198,0.7917,0.523,0.0201,0.4569,neutral,2019-12-23,3.3605362941982797
TESLA,0.8602,,1,0.8602,0.8602,0.8602,0.8602,0.0095,0.1302,positive,2019-12-26,1.3380370052541224
TESLA,0.0,,1,0.0,0.0,0.7932,0.196,0.0107,0.7932,neutral,2019-12-27,-0.12995234173469594
TESLA,0.5596,0.0427,2,0.5294,0.5898,0.5596,0.5596,0.0102,0.4301,positive,2019-12-30,-3.643287242176041
TESLA,-0.7219,0.1442,2,-0.8239,-0.62,0.7219,0.0251,0.7219,0.253,negative,2019-12-31,0.8753267375039453
TESLA,0.0,0.0,2,0.0,0.0,0.6927,0.1067,0.2006,0.6927,neutral,2020-01-02,2.85181750157113
TESLA,0.1549,0.9967,3,-0.9692,0.9307,0.801,0.4808,0.3363,0.1829,positive,2020-01-03,2.963325829792085
TESLA,0.2358,0.2763,4,0.0,0.5286,0.6061,0.3344,0.1909,0.4746,neutral,2020-01-07,3.880052465815398
TESLA,0.7876,,1,0.7876,0.7876,0.7876,0.7876,0.0078,0.2046,positive,2020-01-09,-2.1945011900097344
TESLA,-0.6233,,1,-0.6233,-0.6233,0.6233,0.017,0.6233,0.3596,negative,2020-01-13,9.768895885093333
TESLA,-0.3512,0.4967,2,-0.7025,0.0,0.7099,0.1238,0.4815,0.3947,negative,2020-01-14,2.4882822120200876
TESLA,0.3093,0.4375,2,0.0,0.6187,0.7385,0.3757,0.144,0.4803,neutral,2020-01-16,-0.9662477636014799
TESLA,-0.6743,,1,-0.6743,-0.6743,0.6743,0.0247,0.6743,0.301,negative,2020-01-17,-0.5822894156913949
TESLA,0.0,,1,0.0,0.0,0.835,0.1524,0.0126,0.835,neutral,2020-01-21,7.1890306192789355
TESLA,0.2448,0.5927,6,-0.7035,0.8909,0.7489,0.4259,0.1534,0.4206,positive,2020-01-22,4.086264444061727
TESLA,0.4086,0.5779,2,0.0,0.8173,0.7139,0.4612,0.1487,0.3901,neutral,2020-01-23,0.4635122144013071
TESLA,-0.0015,0.9395,3,-0.9418,0.9372,0.932,0.3316,0.3319,0.3365,negative,2020-01-28,1.5913383222044608
TESLA,0.0,,1,0.0,0.0,0.4908,0.1661,0.3432,0.4908,neutral,2020-01-29,2.4854513769903885
TESLA,0.0522,0.5853,5,-0.6911,0.952,0.7954,0.2926,0.2203,0.4871,neutral,2020-01-30,10.296225866535558
TESLA,0.5166,0.4766,5,0.0,0.933,0.8006,0.6148,0.0411,0.3441,positive,2020-02-04,13.725640223576473
TESLA,-0.3435,0.7282,4,-0.9535,0.5194,0.8302,0.145,0.4922,0.3629,negative,2020-02-05,-17.17583947927872
TESLA,0.0,,1,0.0,0.0,0.7688,0.1768,0.0544,0.7688,neutral,2020-02-07,-0.1188323805631053
TESLA,-0.848,,1,-0.848,-0.848,0.848,0.018,0.848,0.1341,negative,2020-02-11,0.4019260937028868
TESLA,0.8554,,1,0.8554,0.8554,0.8554,0.8554,0.0075,0.1371,positive,2020-02-12,-0.9155657933695438
TESLA,-0.3528,0.8115,3,-0.9075,0.5785,0.7385,0.2091,0.5485,0.2424,negative,2020-02-13,4.7843652551780025
TESLA,0.0,,1,0.0,0.0,0.5433,0.4356,0.0211,0.5433,neutral,2020-02-14,-0.49377556683485313
TESLA,0.0,,1,0.0,0.0,0.778,0.2127,0.0094,0.778,neutral,2020-02-18,7.29597130158357
TESLA,-0.2529,0.438,3,-0.7586,0.0,0.8612,0.0435,0.2751,0.6813,neutral,2020-02-19,6.8755808953255615
TESLA,0.7998,,1,0.7998,0.7998,0.7998,0.7998,0.0271,0.173,positive,2020-02-21,0.17678087791648256
TESLA,-0.5121,,1,-0.5121,-0.5121,0.5121,0.0596,0.5121,0.4282,negative,2020-02-24,-7.459490327646511
TESLA,-0.8955,,1,-0.8955,-0.8955,0.8955,0.0339,0.8955,0.0706,negative,2020-02-25,-4.06337396414489
TESLA,-0.3722,0.5263,2,-0.7443,0.0,0.826,0.0203,0.407,0.5727,negative,2020-02-26,-2.6390470576789893
TESLA,-0.9671,,1,-0.9671,-0.9671,0.9671,0.008,0.9671,0.0249,negative,2020-02-27,-12.81458395846271
TESLA,0.0,,1,0.0,0.0,0.8934,0.0979,0.0086,0.8934,neutral,2020-03-04,0.5352017372066697
TESLA,0.3062,0.5304,3,0.0,0.9187,0.8268,0.3413,0.1143,0.5445,neutral,2020-03-06,-2.9066704869448956
TESLA,0.1701,0.2946,3,0.0,0.5102,0.6658,0.3346,0.0393,0.6261,neutral,2020-03-10,6.139802382366311
TESLA,-0.8991,0.0132,2,-0.9084,-0.8898,0.8991,0.0142,0.8991,0.0867,negative,2020-03-13,-2.48505535904755
TESLA,-0.4582,0.648,2,-0.9165,0.0,0.8972,0.0209,0.5038,0.4753,negative,2020-03-17,-3.341046380880208
TESLA,-0.792,0.0712,4,-0.8546,-0.7129,0.792,0.0168,0.792,0.1913,negative,2020-03-18,-16.03440409986845
TESLA,-0.963,0.0164,2,-0.9747,-0.9514,0.963,0.0079,0.963,0.0291,negative,2020-03-20,-0.025717361513777348
TESLA,-0.927,,1,-0.927,-0.927,0.927,0.0088,0.927,0.0643,negative,2020-03-23,1.5811747064244486
TESLA,0.6079,,1,0.6079,0.6079,0.6079,0.6079,0.0114,0.3807,positive,2020-03-24,16.281749323562988
TESLA,0.0,,1,0.0,0.0,0.9115,0.0763,0.0122,0.9115,neutral,2020-03-25,6.782176450892674
TESLA,-0.6204,,1,-0.6204,-0.6204,0.6204,0.0279,0.6204,0.3517,negative,2020-03-26,-2.0565621439638027
TESLA,-0.9596,,1,-0.9596,-0.9596,0.9596,0.0076,0.9596,0.0328,negative,2020-03-27,-2.6128393930185068
TESLA,0.0,,1,0.0,0.0,0.7578,0.2337,0.0085,0.7578,neutral,2020-03-31,4.355446239344318
TESLA,0.4765,0.6739,2,0.0,0.953,0.9058,0.5424,0.0147,0.4429,neutral,2020-04-02,-5.625466454987249
TESLA,-0.8551,,1,-0.8551,-0.8551,0.8551,0.0184,0.8551,0.1264,negative,2020-04-03,5.619734693587186
TESLA,0.0,,1,0.0,0.0,0.9305,0.0511,0.0184,0.9305,neutral,2020-04-06,7.547757523349929
TESLA,-0.952,,1,-0.952,-0.952,0.952,0.0108,0.952,0.0372,negative,2020-04-08,0.6214994497730331
TESLA,0.6721,,1,0.6721,0.6721,0.6721,0.6721,0.0146,0.3132,positive,2020-04-09,4.402015748241661
TESLA,0.7506,0.2045,2,0.6059,0.8952,0.7506,0.7506,0.0403,0.2091,positive,2020-04-14,9.054457315006381
TESLA,0.3565,0.8288,4,-0.8494,0.9155,0.7812,0.5718,0.2923,0.1359,positive,2020-04-15,2.8088878270565276
TESLA,0.0,,1,0.0,0.0,0.7702,0.1785,0.0513,0.7702,neutral,2020-04-28,-3.7095477323576875
TESLA,-0.6383,,1,-0.6383,-0.6383,0.6383,0.0502,0.6383,0.3115,negative,2020-04-29,4.081287692467694
TESLA,-0.5863,0.416,4,-0.8894,0.0,0.7364,0.1741,0.6062,0.2197,negative,2020-04-30,-2.327267492336982
TESLA,-0.9099,,1,-0.9099,-0.9099,0.9099,0.0226,0.9099,0.0675,negative,2020-05-01,-10.303371336624089
TESLA,0.8814,,1,0.8814,0.8814,0.8814,0.8814,0.0181,0.1005,positive,2020-05-05,0.9222447764407393
TESLA,-0.8951,,1,-0.8951,-0.8951,0.8951,0.0117,0.8951,0.0932,negative,2020-05-07,-0.3245695176505081
TESLA,-0.9506,,1,-0.9506,-0.9506,0.9506,0.0121,0.9506,0.0373,negative,2020-05-08,5.048456274844226
TESLA,-0.4641,0.6563,2,-0.9282,0.0,0.7254,0.0393,0.6682,0.2925,negative,2020-05-11,-0.9921648847567299
TESLA,-0.6016,0.4461,4,-0.9496,0.0,0.824,0.0409,0.6087,0.3504,negative,2020-05-12,-0.2317270311292141
TESLA,0.0,0.0,3,0.0,0.0,0.733,0.2489,0.0181,0.733,neutral,2020-05-13,-2.279437261341355
TESLA,0.0,0.0,3,0.0,0.0,0.8903,0.0968,0.0129,0.8903,neutral,2020-05-14,1.5639192802040291
TESLA,0.9376,,1,0.9376,0.9376,0.9376,0.9376,0.0126,0.0499,positive,2020-05-18,1.8093785504579962
TESLA,-0.9631,,1,-0.9631,-0.9631,0.9631,0.0234,0.9631,0.0136,negative,2020-05-19,-0.6907343337870575
TESLA,0.0,,1,0.0,0.0,0.916,0.0663,0.0177,0.916,neutral,2020-05-21,1.476284478490908
TESLA,0.7793,,1,0.7793,0.7793,0.7793,0.7793,0.1643,0.0563,positive,2020-05-27,0.16608447192643094
TESLA,0.0,0.0,2,0.0,0.0,0.8493,0.1368,0.0139,0.8493,neutral,2020-06-02,-1.8416628784101885
TESLA,0.7416,,1,0.7416,0.7416,0.7416,0.7416,0.0067,0.2517,positive,2020-06-03,0.15880436011630472
TESLA,0.0,,1,0.0,0.0,0.9305,0.0574,0.012,0.9305,neutral,2020-06-04,-2.1042854169221026
TESLA,0.0,,1,0.0,0.0,0.8209,0.027,0.152,0.8209,neutral,2020-06-05,2.4618805538279664
TESLA,0.0,,1,0.0,0.0,0.8984,0.0849,0.0167,0.8984,neutral,2020-06-08,7.25560681818036
TESLA,0.9154,,1,0.9154,0.9154,0.9154,0.9154,0.0224,0.0622,positive,2020-06-10,8.970205725269786
TESLA,0.7844,,1,0.7844,0.7844,0.7844,0.7844,0.0089,0.2067,positive,2020-06-11,-5.09341048991272
TESLA,0.0,,1,0.0,0.0,0.8384,0.066,0.0955,0.8384,neutral,2020-06-12,-3.860863311078977
TESLA,-0.1325,0.9244,2,-0.7862,0.5211,0.6536,0.269,0.3995,0.3315,negative,2020-06-15,5.94687627923618
TESLA,0.846,,1,0.846,0.846,0.846,0.846,0.0115,0.1425,positive,2020-06-16,-0.8850490655781473
TESLA,0.0,0.0,3,0.0,0.0,0.7502,0.156,0.0939,0.7502,neutral,2020-06-18,1.2270733625858066
TESLA,-0.7192,,1,-0.7192,-0.7192,0.7192,0.0144,0.7192,0.2664,negative,2020-06-19,-0.30478518902198326
TESLA,0.0,,1,0.0,0.0,0.9428,0.0215,0.0358,0.9428,neutral,2020-06-22,-0.6574092516371532
TESLA,-0.017,0.9194,3,-0.9448,0.8937,0.9244,0.3204,0.3225,0.3571,negative,2020-06-24,-4.085729818760941
TESLA,0.8187,,1,0.8187,0.8187,0.8187,0.8187,0.0521,0.1292,positive,2020-06-29,5.169110801188981
TESLA,0.0823,1.1193,2,-0.7091,0.8738,0.7915,0.4713,0.3609,0.1679,negative,2020-07-01,3.687680726581788
TESLA,-0.2491,0.8781,4,-0.9532,0.8873,0.8783,0.2953,0.4761,0.2286,negative,2020-07-02,7.951734128033849
TESLA,0.1685,1.096,2,-0.6065,0.9435,0.775,0.4865,0.3172,0.1963,negative,2020-07-06,13.47939370342961
TESLA,0.5491,0.4927,3,0.0,0.9525,0.8556,0.5665,0.0206,0.4129,positive,2020-07-08,-1.725350030984496
TESLA,0.7402,,1,0.7402,0.7402,0.7402,0.7402,0.0067,0.2531,positive,2020-07-09,2.0792456491456113
TESLA,0.3078,0.5331,3,0.0,0.9233,0.893,0.3778,0.0154,0.6068,neutral,2020-07-10,10.784776505418648
TESLA,-0.7049,0.3575,2,-0.9576,-0.4521,0.7049,0.1037,0.7049,0.1914,negative,2020-07-13,-3.080958510547027
TESLA,0.0224,0.6943,4,-0.8049,0.8945,0.856,0.2907,0.2151,0.4942,neutral,2020-07-14,1.3185863099901995
TESLA,0.0,,1,0.0,0.0,0.8503,0.0719,0.0779,0.8503,neutral,2020-07-15,1.9257581163604875
TESLA,0.4886,,1,0.4886,0.4886,0.4886,0.4886,0.3656,0.1458,positive,2020-07-16,-2.9346504366899673
